commande_id,date_commande,quantite,fournisseur_id,article_id,libelle_article,type_achat,montant_commande,montant_offre,date,mode_paiement
19102,2019-12-23,160.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,820.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,898.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-03,480.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-03,571.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,700.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-15,2348.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,1455.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-04-26,1000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,110.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,1325.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,58.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,147.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,30.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-03,96.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,300.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-24,60.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-24,100.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-24,215.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-28,40.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,5.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,200.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,40.0,021759D,982247R01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,120.0,021759D,982247R01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,175.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,441.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,262.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,1255.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-27,80.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,560.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,755.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,1135.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,101.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-15,45.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-27,110.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-06-01,200.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,50.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,175.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,140.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,270.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,120.0,021759D,982247R01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,211.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,1740.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,100.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-08,200.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,1200.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-12-21,1000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-11,810.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-15,370.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,170.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,1000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-07,1000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,55.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,315.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,410.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,720.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,112.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,40.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-27,45.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-31,105.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,60.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,100.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,530.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,740.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-27,310.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-31,770.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,310.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,171.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,123.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,568.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-03,110.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-11,140.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-11,176.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-11,200.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-31,400.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,75.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,225.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-04-26,300.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,110.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,210.0,021759D,982247R01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,215.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,300.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-03,312.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-11,400.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-24,140.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-31,400.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,1530.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,400.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,91.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,100.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,520.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-01,77.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-03,163.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-08,60.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-03,150.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,110.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,150.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,160.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,90.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-09-09,90.0,021759D,982247R01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-31,70.0,021759D,982247R01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,250.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,575.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2019-12-23,730.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2020-08-27,2000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-03,300.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-03,1000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-11,760.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-24,450.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-24,2000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-05-28,430.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-06-01,800.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,195.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-11-23,850.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,650.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-06-13,1915.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2022-09-06,1000.0,021759D,982245N01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-03,200.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19102,2021-02-15,809.0,021759D,982246P01,PAPIERS,D,845022.0,0.0,2019-12-09 00:00:00.000,A
19103,2022-09-21,6000.0,011251T,980264F01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-06-30,8000.0,011251T,980270M01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2022-09-21,6000.0,011251T,980270M01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-06-30,6000.0,011251T,980262D01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-01-27,6000.0,011251T,980264F01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-01-27,6000.0,011251T,980270M01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2019-12-25,2500.0,011251T,980260B01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-01-27,2000.0,011251T,980260B01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-06-30,6000.0,011251T,980260B01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-06-30,6000.0,011251T,980264F01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2019-12-25,5000.0,011251T,980262D01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2021-01-27,5000.0,011251T,980262D01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2022-09-21,3000.0,011251T,980262D01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2019-12-25,7000.0,011251T,980264F01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
19103,2019-12-25,7000.0,011251T,980270M01,ENVELOPPES,D,74400.0,0.0,2019-12-09 00:00:00.000,A
202030,2012-03-15,1.0,102931L,905431T01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-03-15,2.0,102931L,909657A01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,2.0,102931L,905324R01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,3.0,102931L,905484G01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
